Sample in Buffer,Sample in Window,TRIGGER,fircomp_bd_i/system_ila_0/inst/probe0_1[17:0],fircomp_bd_i/system_ila_0/inst/probe1_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED
18979,18979,0,-9,-120
18980,18980,0,-9,-826
18981,18981,0,-9,-631
18982,18982,0,-9,-371
18983,18983,0,-1,503
18984,18984,0,-1,-513
18985,18985,0,-1,-75
18986,18986,0,-1,-9
18987,18987,0,-1,694
18988,18988,0,-1,-81
18989,18989,0,-1,-813
18990,18990,0,-1,-267
18991,18991,0,-1,428
18992,18992,0,-1,-118
18993,18993,0,7,412
18994,18994,0,7,-332
18995,18995,0,7,-514
18996,18996,0,7,680
18997,18997,0,7,390
18998,18998,0,7,664
18999,18999,0,7,244
19000,19000,0,7,470
19001,19001,0,7,-115
19002,19002,0,7,-100
19003,19003,0,13,-634
19004,19004,0,13,-61
19005,19005,0,13,-85
19006,19006,0,13,-860
19007,19007,0,13,-552
19008,19008,0,13,129
19009,19009,0,13,-12
19010,19010,0,13,153
19011,19011,0,13,-821
19012,19012,0,13,-840
19013,19013,0,14,220
19014,19014,0,14,-350
19015,19015,0,14,175
19016,19016,0,14,493
19017,19017,0,14,-874
19018,19018,0,14,-286
19019,19019,0,14,459
19020,19020,0,14,-100
19021,19021,0,14,-565
19022,19022,0,14,-102
19023,19023,0,10,-538
19024,19024,0,10,646
19025,19025,0,10,-61
19026,19026,0,10,133
19027,19027,0,10,-54
19028,19028,0,10,-268
19029,19029,0,10,423
19030,19030,0,10,-367
19031,19031,0,10,-268
19032,19032,0,10,-307
19033,19033,0,2,-53
19034,19034,0,2,-292
19035,19035,0,2,-558
19036,19036,0,2,-322
19037,19037,0,2,238
19038,19038,0,2,-92
19039,19039,0,2,184
19040,19040,0,2,496
19041,19041,0,2,-354
19042,19042,0,2,428
19043,19043,0,-6,387
19044,19044,0,-6,685
19045,19045,0,-6,-546
19046,19046,0,-6,-30
19047,19047,0,-6,-75
19048,19048,0,-6,729
19049,19049,0,-6,-848
19050,19050,0,-6,-55
19051,19051,0,-6,-586
19052,19052,0,-6,1013
19053,19053,0,-13,-287
19054,19054,0,-13,411
19055,19055,0,-13,-295
19056,19056,0,-13,454
19057,19057,0,-13,451
19058,19058,0,-13,-513
19059,19059,0,-13,647
19060,19060,0,-13,-117
19061,19061,0,-13,439
19062,19062,0,-13,-58
19063,19063,0,-14,-9
19064,19064,0,-14,-282
19065,19065,0,-14,145
19066,19066,0,-14,-18
19067,19067,0,-14,-531
19068,19068,0,-14,505
19069,19069,0,-14,-301
19070,19070,0,-14,-47
19071,19071,0,-14,172
19072,19072,0,-14,-34
19073,19073,0,-11,-577
19074,19074,0,-11,479
19075,19075,0,-11,-563
19076,19076,0,-11,-55
19077,19077,0,-11,-274
19078,19078,0,-11,-61
19079,19079,0,-11,-9
19080,19080,0,-11,-271
19081,19081,0,-11,-368
19082,19082,0,-11,454
19083,19083,0,-3,-373
19084,19084,0,-3,-590
19085,19085,0,-3,146
19086,19086,0,-3,-864
19087,19087,0,-3,197
19088,19088,0,-3,-111
19089,19089,0,-3,-550
19090,19090,0,-3,391
19091,19091,0,-3,-72
19092,19092,0,-3,-554
19093,19093,0,6,448
19094,19094,0,6,138
19095,19095,0,6,898
19096,19096,0,6,194
19097,19097,0,6,-350
19098,19098,0,6,147
19099,19099,0,6,-258
19100,19100,0,6,-346
19101,19101,0,6,-64
19102,19102,0,6,-599
19103,19103,0,13,-524
19104,19104,0,13,-377
19105,19105,0,13,766
19106,19106,0,13,-39
19107,19107,0,13,411
19108,19108,0,13,924
19109,19109,0,13,178
19110,19110,0,13,147
19111,19111,0,13,420
19112,19112,0,13,420
19113,19113,0,15,-514
19114,19114,0,15,-81
19115,19115,0,15,-337
19116,19116,0,15,-273
19117,19117,0,15,-107
19118,19118,0,15,198
19119,19119,0,15,-805
19120,19120,0,15,-637
19121,19121,0,15,-769
19122,19122,0,15,703
19123,19123,0,12,156
19124,19124,0,12,-359
19125,19125,0,12,442
19126,19126,0,12,-73
19127,19127,0,12,740
19128,19128,0,12,201
19129,19129,0,12,-101
19130,19130,0,12,-291
19131,19131,0,12,477
19132,19132,0,12,667
19133,19133,0,4,-565
19134,19134,0,4,-39
19135,19135,0,4,202
19136,19136,0,4,-344
19137,19137,0,4,-98
19138,19138,0,4,448
19139,19139,0,4,-273
19140,19140,0,4,-520
19141,19141,0,4,439
19142,19142,0,4,-51
19143,19143,0,-6,-321
19144,19144,0,-6,-2
19145,19145,0,-6,1013
19146,19146,0,-6,-40
19147,19147,0,-6,670
19148,19148,0,-6,-344
19149,19149,0,-6,-299
19150,19150,0,-6,-288
19151,19151,0,-6,241
19152,19152,0,-6,-602
19153,19153,0,-13,-37
19154,19154,0,-13,-286
19155,19155,0,-13,156
19156,19156,0,-13,434
19157,19157,0,-13,-288
19158,19158,0,-13,641
19159,19159,0,-13,-291
19160,19160,0,-13,470
19161,19161,0,-13,173
19162,19162,0,-13,459
19163,19163,0,-16,472
19164,19164,0,-16,-889
19165,19165,0,-16,229
19166,19166,0,-16,-1111
19167,19167,0,-16,-287
19168,19168,0,-16,152
19169,19169,0,-16,148
19170,19170,0,-16,-554
19171,19171,0,-16,-1
19172,19172,0,-16,192
19173,19173,0,-12,-540
19174,19174,0,-12,-365
19175,19175,0,-12,153
19176,19176,0,-12,-4
19177,19177,0,-12,-284
19178,19178,0,-12,-382
19179,19179,0,-12,-114
19180,19180,0,-12,460
19181,19181,0,-12,-347
19182,19182,0,-12,446
19183,19183,0,-4,706
19184,19184,0,-4,137
19185,19185,0,-4,-539
19186,19186,0,-4,203
19187,19187,0,-4,191
19188,19188,0,-4,202
19189,19189,0,-4,182
19190,19190,0,-4,443
19191,19191,0,-4,-13
19192,19192,0,-4,-333
19193,19193,0,5,-66
19194,19194,0,5,-594
19195,19195,0,5,506
19196,19196,0,5,-776
19197,19197,0,5,-325
19198,19198,0,5,505
19199,19199,0,5,436
19200,19200,0,5,642
19201,19201,0,5,184
19202,19202,0,5,-38
19203,19203,0,13,-8
19204,19204,0,13,702
19205,19205,0,13,-97
19206,19206,0,13,-91
19207,19207,0,13,178
19208,19208,0,13,-312
19209,19209,0,13,-24
19210,19210,0,13,-290
19211,19211,0,13,-821
19212,19212,0,13,479
19213,19213,0,16,142
19214,19214,0,16,-348
19215,19215,0,16,-829
19216,19216,0,16,131
19217,19217,0,16,-863
19218,19218,0,16,199
19219,19219,0,16,-775
19220,19220,0,16,255
19221,19221,0,16,398
19222,19222,0,16,-621
19223,19223,0,14,748
19224,19224,0,14,432
19225,19225,0,14,-272
19226,19226,0,14,234
19227,19227,0,14,-307
19228,19228,0,14,490
19229,19229,0,14,204
19230,19230,0,14,-298
19231,19231,0,14,737
19232,19232,0,14,-611
19233,19233,0,6,152
19234,19234,0,6,-603
19235,19235,0,6,-290
19236,19236,0,6,-382
19237,19237,0,6,-99
19238,19238,0,6,-119
19239,19239,0,6,212
19240,19240,0,6,481
19241,19241,0,6,-86
19242,19242,0,6,206
19243,19243,0,-5,1208
19244,19244,0,-5,235
19245,19245,0,-5,405
19246,19246,0,-5,682
19247,19247,0,-5,210
19248,19248,0,-5,-314
19249,19249,0,-5,174
19250,19250,0,-5,-361
19251,19251,0,-5,-258
19252,19252,0,-5,671
19253,19253,0,-14,-375
19254,19254,0,-14,-93
19255,19255,0,-14,-359
19256,19256,0,-14,-41
19257,19257,0,-14,-35
19258,19258,0,-14,-833
19259,19259,0,-14,734
19260,19260,0,-14,-1059
19261,19261,0,-14,134
19262,19262,0,-14,-287
19263,19263,0,-17,-117
19264,19264,0,-17,143
19265,19265,0,-17,-61
19266,19266,0,-17,147
19267,19267,0,-17,-525
19268,19268,0,-17,-519
19269,19269,0,-17,191
19270,19270,0,-17,-123
19271,19271,0,-17,-83
19272,19272,0,-17,446
19273,19273,0,-14,-94
19274,19274,0,-14,-551
19275,19275,0,-14,254
19276,19276,0,-14,-77
19277,19277,0,-14,682
19278,19278,0,-14,-811
19279,19279,0,-14,161
19280,19280,0,-14,502
19281,19281,0,-14,-1100
19282,19282,0,-14,-280
19283,19283,0,-6,-274
19284,19284,0,-6,-26
19285,19285,0,-6,748
19286,19286,0,-6,-381
19287,19287,0,-6,-578
19288,19288,0,-6,902
19289,19289,0,-6,-48
19290,19290,0,-6,-91
19291,19291,0,-6,420
19292,19292,0,-6,-32
19293,19293,0,4,-100
19294,19294,0,4,222
19295,19295,0,4,-94
19296,19296,0,4,-93
19297,19297,0,4,421
19298,19298,0,4,-327
19299,19299,0,4,-618
19300,19300,0,4,992
19301,19301,0,4,-294
19302,19302,0,4,-384
19303,19303,0,14,-126
19304,19304,0,14,-264
19305,19305,0,14,442
19306,19306,0,14,-46
19307,19307,0,14,-895
19308,19308,0,14,-351
19309,19309,0,14,-329
19310,19310,0,14,-290
19311,19311,0,14,-98
19312,19312,0,14,149
19313,19313,0,18,440
19314,19314,0,18,-376
19315,19315,0,18,-281
19316,19316,0,18,-352
19317,19317,0,18,-824
19318,19318,0,18,-332
19319,19319,0,18,-260
19320,19320,0,18,-13
19321,19321,0,18,-634
19322,19322,0,18,-631
19323,19323,0,16,445
19324,19324,0,16,219
19325,19325,0,16,-518
19326,19326,0,16,-71
19327,19327,0,16,-516
19328,19328,0,16,-17
19329,19329,0,16,-107
19330,19330,0,16,1004
19331,19331,0,16,-596
19332,19332,0,16,480
19333,19333,0,7,-573
19334,19334,0,7,217
19335,19335,0,7,-273
19336,19336,0,7,-542
19337,19337,0,7,-10
19338,19338,0,7,-533
19339,19339,0,7,675
19340,19340,0,7,-802
19341,19341,0,7,-371
19342,19342,0,7,-343
19343,19343,0,-4,-352
19344,19344,0,-4,388
19345,19345,0,-4,186
19346,19346,0,-4,-287
19347,19347,0,-4,185
19348,19348,0,-4,-368
19349,19349,0,-4,-353
19350,19350,0,-4,-28
19351,19351,0,-4,-78
19352,19352,0,-4,730
19353,19353,0,-14,136
19354,19354,0,-14,-115
19355,19355,0,-14,196
19356,19356,0,-14,-126
19357,19357,0,-14,211
19358,19358,0,-14,-68
19359,19359,0,-14,-533
19360,19360,0,-14,-16
19361,19361,0,-14,-310
19362,19362,0,-14,-540
19363,19363,0,-19,756
19364,19364,0,-19,237
19365,19365,0,-19,-378
19366,19366,0,-19,680
19367,19367,0,-19,-343
19368,19368,0,-19,-601
19369,19369,0,-19,-22
19370,19370,0,-19,-333
19371,19371,0,-19,693
19372,19372,0,-19,239
19373,19373,0,-16,406
19374,19374,0,-16,900
19375,19375,0,-16,-69
19376,19376,0,-16,-524
19377,19377,0,-16,-846
19378,19378,0,-16,-337
19379,19379,0,-16,-549
19380,19380,0,-16,-120
19381,19381,0,-16,-555
19382,19382,0,-16,135
19383,19383,0,-8,-590
19384,19384,0,-8,-382
19385,19385,0,-8,136
19386,19386,0,-8,-53
19387,19387,0,-8,-785
19388,19388,0,-8,726
19389,19389,0,-8,157
19390,19390,0,-8,-305
19391,19391,0,-8,-102
19392,19392,0,-8,-266
19393,19393,0,4,-268
19394,19394,0,4,504
19395,19395,0,4,-375
19396,19396,0,4,473
19397,19397,0,4,-270
19398,19398,0,4,445
19399,19399,0,4,696
19400,19400,0,4,133
19401,19401,0,4,-519
19402,19402,0,4,198
19403,19403,0,14,204
19404,19404,0,14,159
19405,19405,0,14,-58
19406,19406,0,14,452
19407,19407,0,14,206
19408,19408,0,14,129
19409,19409,0,14,-317
19410,19410,0,14,-105
19411,19411,0,14,-93
19412,19412,0,14,165
19413,19413,0,20,758
19414,19414,0,20,-78
19415,19415,0,20,-91
19416,19416,0,20,450
19417,19417,0,20,401
19418,19418,0,20,-383
19419,19419,0,20,231
19420,19420,0,20,-305
19421,19421,0,20,155
19422,19422,0,20,912
19423,19423,0,18,-371
19424,19424,0,18,-298
19425,19425,0,18,-320
19426,19426,0,18,-124
19427,19427,0,18,175
19428,19428,0,18,-779
19429,19429,0,18,-370
19430,19430,0,18,-333
19431,19431,0,18,-364
19432,19432,0,18,466
19433,19433,0,9,-777
19434,19434,0,9,150
19435,19435,0,9,-10
19436,19436,0,9,210
19437,19437,0,9,-304
19438,19438,0,9,505
19439,19439,0,9,-74
19440,19440,0,9,419
19441,19441,0,9,-353
19442,19442,0,9,-33
19443,19443,0,-3,944
19444,19444,0,-3,651
19445,19445,0,-3,-313
19446,19446,0,-3,-381
19447,19447,0,-3,176
19448,19448,0,-3,-366
19449,19449,0,-3,436
19450,19450,0,-3,176
19451,19451,0,-3,-616
19452,19452,0,-3,242
19453,19453,0,-14,138
19454,19454,0,-14,705
19455,19455,0,-14,434
19456,19456,0,-14,-590
19457,19457,0,-14,-820
19458,19458,0,-14,194
19459,19459,0,-14,-634
19460,19460,0,-14,754
19461,19461,0,-14,-792
19462,19462,0,-14,507
19463,19463,0,-20,-611
19464,19464,0,-20,696
19465,19465,0,-20,431
19466,19466,0,-20,-120
19467,19467,0,-20,499
19468,19468,0,-20,-9
19469,19469,0,-20,-300
19470,19470,0,-20,-17
19471,19471,0,-20,-35
19472,19472,0,-20,-879
19473,19473,0,-18,-527
19474,19474,0,-18,-30
19475,19475,0,-18,246
19476,19476,0,-18,493
19477,19477,0,-18,-22
19478,19478,0,-18,-528
19479,19479,0,-18,-804
19480,19480,0,-18,-277
19481,19481,0,-18,216
19482,19482,0,-18,-305
19483,19483,0,-9,683
19484,19484,0,-9,-81
19485,19485,0,-9,155
19486,19486,0,-9,136
19487,19487,0,-9,-521
19488,19488,0,-9,-367
19489,19489,0,-9,712
19490,19490,0,-9,238
19491,19491,0,-9,-323
19492,19492,0,-9,-325
19493,19493,0,3,-338
19494,19494,0,3,-270
19495,19495,0,3,-521
19496,19496,0,3,-322
19497,19497,0,3,-524
19498,19498,0,3,472
19499,19499,0,3,911
19500,19500,0,3,709
19501,19501,0,3,-103
19502,19502,0,3,-357
19503,19503,0,14,-39
19504,19504,0,14,-37
19505,19505,0,14,-832
19506,19506,0,14,730
19507,19507,0,14,-1069
19508,19508,0,14,-52
19509,19509,0,14,-576
19510,19510,0,14,1005
19511,19511,0,14,-344
19512,19512,0,14,173
19513,19513,0,20,658
19514,19514,0,20,-83
19515,19515,0,20,417
19516,19516,0,20,-801
19517,19517,0,20,-75
19518,19518,0,20,394
19519,19519,0,20,-634
19520,19520,0,20,-109
19521,19521,0,20,-69
19522,19522,0,20,-303
19523,19523,0,19,938
19524,19524,0,19,227
19525,19525,0,19,227
19526,19526,0,19,665
19527,19527,0,19,201
19528,19528,0,19,136
19529,19529,0,19,490
19530,19530,0,19,-519
19531,19531,0,19,190
19532,19532,0,19,407
19533,19533,0,10,425
19534,19534,0,10,-533
19535,19535,0,10,457
19536,19536,0,10,-356
19537,19537,0,10,-875
19538,19538,0,10,-583
19539,19539,0,10,507
19540,19540,0,10,255
19541,19541,0,10,-70
19542,19542,0,10,709
19543,19543,0,-3,-297
19544,19544,0,-3,-615
19545,19545,0,-3,753
19546,19546,0,-3,-21
19547,19547,0,-3,455
19548,19548,0,-3,221
19549,19549,0,-3,-291
19550,19550,0,-3,-80
19551,19551,0,-3,712
19552,19552,0,-3,196
19553,19553,0,-14,154
19554,19554,0,-14,196
19555,19555,0,-14,-90
19556,19556,0,-14,-617
19557,19557,0,-14,-49
19558,19558,0,-14,-828
19559,19559,0,-14,-600
19560,19560,0,-14,-326
19561,19561,0,-14,-13
19562,19562,0,-14,170
19563,19563,0,-21,424
19564,19564,0,-21,-357
19565,19565,0,-21,-876
19566,19566,0,-21,-322
19567,19567,0,-21,231
19568,19568,0,-21,190
19569,19569,0,-21,-18
19570,19570,0,-21,641
19571,19571,0,-21,-21
19572,19572,0,-21,474
19573,19573,0,-19,-11
19574,19574,0,-19,-355
19575,19575,0,-19,177
19576,19576,0,-19,204
19577,19577,0,-19,1016
19578,19578,0,-19,693
19579,19579,0,-19,-316
19580,19580,0,-19,-569
19581,19581,0,-19,-637
19582,19582,0,-19,-64
19583,19583,0,-10,925
19584,19584,0,-10,-332
19585,19585,0,-10,-68
19586,19586,0,-10,507
19587,19587,0,-10,668
19588,19588,0,-10,495
19589,19589,0,-10,-517
19590,19590,0,-10,1173
19591,19591,0,-10,-45
19592,19592,0,-10,-863
19593,19593,0,2,-846
19594,19594,0,2,-518
19595,19595,0,2,-601
19596,19596,0,2,-128
19597,19597,0,2,-116
19598,19598,0,2,156
19599,19599,0,2,-112
19600,19600,0,2,-622
19601,19601,0,2,198
19602,19602,0,2,-537
19603,19603,0,14,491
19604,19604,0,14,454
19605,19605,0,14,138
19606,19606,0,14,209
19607,19607,0,14,197
19608,19608,0,14,713
19609,19609,0,14,243
19610,19610,0,14,-266
19611,19611,0,14,-1
19612,19612,0,14,134
19613,19613,0,21,504
19614,19614,0,21,-367
19615,19615,0,21,-33
19616,19616,0,21,-61
19617,19617,0,21,-69
19618,19618,0,21,663
19619,19619,0,21,919
19620,19620,0,21,204
19621,19621,0,21,-366
19622,19622,0,21,-77
19623,19623,0,20,-319
19624,19624,0,20,-583
19625,19625,0,20,681
19626,19626,0,20,-618
19627,19627,0,20,175
19628,19628,0,20,201
19629,19629,0,20,212
19630,19630,0,20,216
19631,19631,0,20,654
19632,19632,0,20,-279
19633,19633,0,11,440
19634,19634,0,11,-369
19635,19635,0,11,-329
19636,19636,0,11,743
19637,19637,0,11,-17
19638,19638,0,11,-13
19639,19639,0,11,-100
19640,19640,0,11,136
19641,19641,0,11,-124
19642,19642,0,11,460
19643,19643,0,-2,153
19644,19644,0,-2,687
19645,19645,0,-2,-611
19646,19646,0,-2,502
19647,19647,0,-2,131
19648,19648,0,-2,-554
19649,19649,0,-2,-271
19650,19650,0,-2,-44
19651,19651,0,-2,942
19652,19652,0,-2,417
19653,19653,0,-14,-285
19654,19654,0,-14,901
19655,19655,0,-14,-636
19656,19656,0,-14,167
19657,19657,0,-14,-333
19658,19658,0,-14,226
19659,19659,0,-14,154
19660,19660,0,-14,-321
19661,19661,0,-14,494
19662,19662,0,-14,-43
19663,19663,0,-21,201
19664,19664,0,-21,194
19665,19665,0,-21,-637
19666,19666,0,-21,-546
19667,19667,0,-21,673
19668,19668,0,-21,-263
19669,19669,0,-21,220
19670,19670,0,-21,-1
19671,19671,0,-21,-51
19672,19672,0,-21,143
19673,19673,0,-20,665
19674,19674,0,-20,688
19675,19675,0,-20,198
19676,19676,0,-20,-372
19677,19677,0,-20,196
19678,19678,0,-20,-58
19679,19679,0,-20,466
19680,19680,0,-20,-369
19681,19681,0,-20,717
19682,19682,0,-20,416
19683,19683,0,-12,508
19684,19684,0,-12,-556
19685,19685,0,-12,-59
19686,19686,0,-12,-365
19687,19687,0,-12,-352
19688,19688,0,-12,432
19689,19689,0,-12,-260
19690,19690,0,-12,187
19691,19691,0,-12,-372
19692,19692,0,-12,486
19693,19693,0,2,511
19694,19694,0,2,-801
19695,19695,0,2,-50
19696,19696,0,2,-534
19697,19697,0,2,505
19698,19698,0,2,-1126
19699,19699,0,2,395
19700,19700,0,2,428
19701,19701,0,2,213
19702,19702,0,2,-1053
19703,19703,0,14,197
19704,19704,0,14,-820
19705,19705,0,14,-287
19706,19706,0,14,484
19707,19707,0,14,-782
19708,19708,0,14,-330
19709,19709,0,14,-69
19710,19710,0,14,407
19711,19711,0,14,246
19712,19712,0,14,159
19713,19713,0,22,-306
19714,19714,0,22,-546
19715,19715,0,22,-346
19716,19716,0,22,-99
19717,19717,0,22,142
19718,19718,0,22,-618
19719,19719,0,22,169
19720,19720,0,22,762
19721,19721,0,22,922
19722,19722,0,22,668
19723,19723,0,21,244
19724,19724,0,21,-318
19725,19725,0,21,423
19726,19726,0,21,-547
19727,19727,0,21,-598
19728,19728,0,21,-25
19729,19729,0,21,-847
19730,19730,0,21,200
19731,19731,0,21,-607
19732,19732,0,21,961
19733,19733,0,12,211
19734,19734,0,12,-113
19735,19735,0,12,-547
19736,19736,0,12,-61
19737,19737,0,12,-882
19738,19738,0,12,386
19739,19739,0,12,-279
19740,19740,0,12,-15
19741,19741,0,12,-346
19742,19742,0,12,-353
19743,19743,0,-1,-103
19744,19744,0,-1,-336
19745,19745,0,-1,-36
19746,19746,0,-1,-87
19747,19747,0,-1,-803
19748,19748,0,-1,247
19749,19749,0,-1,-77
19750,19750,0,-1,-365
19751,19751,0,-1,-82
19752,19752,0,-1,-769
19753,19753,0,-14,-86
19754,19754,0,-14,-537
19755,19755,0,-14,245
19756,19756,0,-14,-36
19757,19757,0,-14,135
19758,19758,0,-14,-826
19759,19759,0,-14,251
19760,19760,0,-14,-383
19761,19761,0,-14,401
19762,19762,0,-14,-600
19763,19763,0,-22,-31
19764,19764,0,-22,-787
19765,19765,0,-22,-771
19766,19766,0,-22,-558
19767,19767,0,-22,-74
19768,19768,0,-22,-300
19769,19769,0,-22,-284
19770,19770,0,-22,-314
19771,19771,0,-22,151
19772,19772,0,-22,989
19773,19773,0,-22,-22
19774,19774,0,-22,190
19775,19775,0,-22,403
19776,19776,0,-22,231
19777,19777,0,-22,-82
19778,19778,0,-22,-803
19779,19779,0,-22,-58
19780,19780,0,-22,-558
19781,19781,0,-22,398
19782,19782,0,-22,-592
19783,19783,0,-14,-281
19784,19784,0,-14,-789
19785,19785,0,-14,-634
19786,19786,0,-14,-384
19787,19787,0,-14,-610
19788,19788,0,-14,-27
19789,19789,0,-14,923
19790,19790,0,-14,-90
19791,19791,0,-14,-640
19792,19792,0,-14,-1047
19793,19793,0,0,-864
19794,19794,0,0,-588
19795,19795,0,0,233
19796,19796,0,0,-9
19797,19797,0,0,-573
19798,19798,0,0,393
19799,19799,0,0,-305
19800,19800,0,0,406
19801,19801,0,0,-796
19802,19802,0,0,405
19803,19803,0,14,-306
19804,19804,0,14,640
19805,19805,0,14,499
19806,19806,0,14,-270
19807,19807,0,14,-365
19808,19808,0,14,393
19809,19809,0,14,-853
19810,19810,0,14,486
19811,19811,0,14,-356
19812,19812,0,14,-58
19813,19813,0,23,931
19814,19814,0,23,-595
19815,19815,0,23,-604
19816,19816,0,23,-298
19817,19817,0,23,938
19818,19818,0,23,218
19819,19819,0,23,-284
19820,19820,0,23,385
19821,19821,0,23,-518
19822,19822,0,23,-364
19823,19823,0,23,-566
19824,19824,0,23,457
19825,19825,0,23,-30
19826,19826,0,23,992
19827,19827,0,23,489
19828,19828,0,23,-290
19829,19829,0,23,-551
19830,19830,0,23,-777
19831,19831,0,23,-848
19832,19832,0,23,-337
19833,19833,0,14,-41
19834,19834,0,14,-550
19835,19835,0,14,133
19836,19836,0,14,-517
19837,19837,0,14,714
19838,19838,0,14,182
19839,19839,0,14,-351
19840,19840,0,14,-309
19841,19841,0,14,-50
19842,19842,0,14,-126
19843,19843,0,0,-113
19844,19844,0,0,-48
19845,19845,0,0,-67
19846,19846,0,0,-629
19847,19847,0,0,411
19848,19848,0,0,463
19849,19849,0,0,465
19850,19850,0,0,-41
19851,19851,0,0,-98
19852,19852,0,0,149
19853,19853,0,-14,-66
19854,19854,0,-14,-27
19855,19855,0,-14,-114
19856,19856,0,-14,667
19857,19857,0,-14,-371
19858,19858,0,-14,1189
19859,19859,0,-14,200
19860,19860,0,-14,-1040
19861,19861,0,-14,185
19862,19862,0,-14,-24
19863,19863,0,-24,-283
19864,19864,0,-24,476
19865,19865,0,-24,-535
19866,19866,0,-24,395
19867,19867,0,-24,467
19868,19868,0,-24,-92
19869,19869,0,-24,215
19870,19870,0,-24,-333
19871,19871,0,-24,-519
19872,19872,0,-24,662
19873,19873,0,-24,133
19874,19874,0,-24,-1030
19875,19875,0,-24,203
19876,19876,0,-24,-814
19877,19877,0,-24,-283
19878,19878,0,-24,998
19879,19879,0,-24,468
19880,19880,0,-24,192
19881,19881,0,-24,-520
19882,19882,0,-24,713
19883,19883,0,-15,-299
19884,19884,0,-15,507
19885,19885,0,-15,-307
19886,19886,0,-15,953
19887,19887,0,-15,-56
19888,19888,0,-15,-122
19889,19889,0,-15,219
19890,19890,0,-15,714
19891,19891,0,-15,-73
19892,19892,0,-15,194
19893,19893,0,0,201
19894,19894,0,0,644
19895,19895,0,0,-82
19896,19896,0,0,-282
19897,19897,0,0,408
19898,19898,0,0,-354
19899,19899,0,0,-276
19900,19900,0,0,207
19901,19901,0,0,-771
19902,19902,0,0,686
19903,19903,0,14,-594
19904,19904,0,14,232
19905,19905,0,14,-331
19906,19906,0,14,-314
19907,19907,0,14,-60
19908,19908,0,14,710
19909,19909,0,14,-102
19910,19910,0,14,398
19911,19911,0,14,-19
19912,19912,0,14,475
19913,19913,0,24,510
19914,19914,0,24,162
19915,19915,0,24,-830
19916,19916,0,24,936
19917,19917,0,24,-301
19918,19918,0,24,-56
19919,19919,0,24,162
19920,19920,0,24,-294
19921,19921,0,24,-522
19922,19922,0,24,-107
19923,19923,0,25,-31
19924,19924,0,25,229
19925,19925,0,25,-555
19926,19926,0,25,198
19927,19927,0,25,182
19928,19928,0,25,176
19929,19929,0,25,-35
19930,19930,0,25,-61
19931,19931,0,25,405
19932,19932,0,25,-343
19933,19933,0,16,-599
19934,19934,0,16,-354
19935,19935,0,16,-23
19936,19936,0,16,-17
19937,19937,0,16,-548
19938,19938,0,16,134
19939,19939,0,16,-283
19940,19940,0,16,-287
19941,19941,0,16,414
19942,19942,0,16,-121
19943,19943,0,1,132
19944,19944,0,1,-281
19945,19945,0,1,-593
19946,19946,0,1,-333
19947,19947,0,1,-538
19948,19948,0,1,214
19949,19949,0,1,131
19950,19950,0,1,-57
19951,19951,0,1,-575
19952,19952,0,1,978
19953,19953,0,-14,-515
19954,19954,0,-14,-316
19955,19955,0,-14,-538
19956,19956,0,-14,-375
19957,19957,0,-14,-127
19958,19958,0,-14,-110
19959,19959,0,-14,132
19960,19960,0,-14,-319
19961,19961,0,-14,235
19962,19962,0,-14,-615
19963,19963,0,-24,-74
19964,19964,0,-24,176
19965,19965,0,-24,-306
19966,19966,0,-24,-58
19967,19967,0,-24,-803
19968,19968,0,-24,133
19969,19969,0,-24,644
19970,19970,0,-24,442
19971,19971,0,-24,-35
19972,19972,0,-24,652
19973,19973,0,-26,-85
19974,19974,0,-26,1196
19975,19975,0,-26,657
19976,19976,0,-26,-369
19977,19977,0,-26,922
19978,19978,0,-26,-294
19979,19979,0,-26,208
19980,19980,0,-26,459
19981,19981,0,-26,-93
19982,19982,0,-26,-887
19983,19983,0,-17,-108
19984,19984,0,-17,144
19985,19985,0,-17,-339
19986,19986,0,-17,-557
19987,19987,0,-17,400
19988,19988,0,-17,450
19989,19989,0,-17,-44
19990,19990,0,-17,-338
19991,19991,0,-17,676
19992,19992,0,-17,191
19993,19993,0,-1,701
19994,19994,0,-1,-369
19995,19995,0,-1,-44
19996,19996,0,-1,-267
19997,19997,0,-1,-58
19998,19998,0,-1,672
19999,19999,0,-1,-889
20000,20000,0,-1,681
20001,20001,0,-1,128
20002,20002,0,-1,-574
20003,20003,0,15,-300
20004,20004,0,15,-309
20005,20005,0,15,-774
20006,20006,0,15,-330
20007,20007,0,15,-55
20008,20008,0,15,-9
20009,20009,0,15,-61
20010,20010,0,15,-543
20011,20011,0,15,441
20012,20012,0,15,-270
20013,20013,0,25,-890
20014,20014,0,25,-105
20015,20015,0,25,397
20016,20016,0,25,193
20017,20017,0,25,-334
20018,20018,0,25,-601
20019,20019,0,25,-292
20020,20020,0,25,-84
20021,20021,0,25,142
20022,20022,0,25,460
20023,20023,0,26,196
20024,20024,0,26,-60
20025,20025,0,26,-575
20026,20026,0,26,-32
20027,20027,0,26,-22
20028,20028,0,26,715
20029,20029,0,26,-352
20030,20030,0,26,244
20031,20031,0,26,138
20032,20032,0,26,500
20033,20033,0,17,-82
20034,20034,0,17,-34
20035,20035,0,17,1004
20036,20036,0,17,411
20037,20037,0,17,-339
20038,20038,0,17,-604
