Sample in Buffer,Sample in Window,TRIGGER,fircomp_bd_i/system_ila_0/inst/probe0_1[17:0],fircomp_bd_i/system_ila_0/inst/probe1_1[13:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED
36014,36014,0,-32,-257
36015,36015,0,-32,-94
36016,36016,0,-32,193
36017,36017,0,-32,-296
36018,36018,0,-32,233
36019,36019,0,-32,-338
36020,36020,0,-32,-384
36021,36021,0,-32,-814
36022,36022,0,-32,-564
36023,36023,0,4,502
36024,36024,0,4,-120
36025,36025,0,4,505
36026,36026,0,4,932
36027,36027,0,4,-309
36028,36028,0,4,-107
36029,36029,0,4,507
36030,36030,0,4,-258
36031,36031,0,4,-792
36032,36032,0,4,-309
36033,36033,0,38,503
36034,36034,0,38,-285
36035,36035,0,38,245
36036,36036,0,38,428
36037,36037,0,38,424
36038,36038,0,38,150
36039,36039,0,38,229
36040,36040,0,38,153
36041,36041,0,38,-27
36042,36042,0,38,-1146
36043,36043,0,57,-318
36044,36044,0,57,134
36045,36045,0,57,-574
36046,36046,0,57,-347
36047,36047,0,57,-289
36048,36048,0,57,209
36049,36049,0,57,-323
36050,36050,0,57,-40
36051,36051,0,57,138
36052,36052,0,57,-629
36053,36053,0,55,-350
36054,36054,0,55,-316
36055,36055,0,55,217
36056,36056,0,55,-32
36057,36057,0,55,-285
36058,36058,0,55,688
36059,36059,0,55,-553
36060,36060,0,55,466
36061,36061,0,55,-374
36062,36062,0,55,449
36063,36063,0,32,-80
36064,36064,0,32,-295
36065,36065,0,32,-302
36066,36066,0,32,-542
36067,36067,0,32,469
36068,36068,0,32,142
36069,36069,0,32,412
36070,36070,0,32,-532
36071,36071,0,32,473
36072,36072,0,32,-5
36073,36073,0,-3,-605
36074,36074,0,-3,212
36075,36075,0,-3,249
36076,36076,0,-3,-54
36077,36077,0,-3,-845
36078,36078,0,-3,-258
36079,36079,0,-3,252
36080,36080,0,-3,-365
36081,36081,0,-3,661
36082,36082,0,-3,222
36083,36083,0,-36,-30
36084,36084,0,-36,-302
36085,36085,0,-36,-288
36086,36086,0,-36,467
36087,36087,0,-36,-115
36088,36088,0,-36,393
36089,36089,0,-36,171
36090,36090,0,-36,-847
36091,36091,0,-36,-803
36092,36092,0,-36,-852
36093,36093,0,-55,-361
36094,36094,0,-55,139
36095,36095,0,-55,431
36096,36096,0,-55,-66
36097,36097,0,-55,-85
36098,36098,0,-55,-583
36099,36099,0,-55,448
36100,36100,0,-55,-620
36101,36101,0,-55,-788
36102,36102,0,-55,-315
36103,36103,0,-54,-535
36104,36104,0,-54,-547
36105,36105,0,-54,-75
36106,36106,0,-54,-284
36107,36107,0,-54,640
36108,36108,0,-54,254
36109,36109,0,-54,-27
36110,36110,0,-54,-608
36111,36111,0,-54,-50
36112,36112,0,-54,481
36113,36113,0,-32,-122
36114,36114,0,-32,-304
36115,36115,0,-32,658
36116,36116,0,-32,-69
36117,36117,0,-32,-577
36118,36118,0,-32,-556
36119,36119,0,-32,-35
36120,36120,0,-32,-265
36121,36121,0,-32,-518
36122,36122,0,-32,432
36123,36123,0,2,-85
36124,36124,0,2,676
36125,36125,0,2,-599
36126,36126,0,2,-783
36127,36127,0,2,688
36128,36128,0,2,479
36129,36129,0,2,240
36130,36130,0,2,663
36131,36131,0,2,-800
36132,36132,0,2,-284
36133,36133,0,34,-25
36134,36134,0,34,417
36135,36135,0,34,395
36136,36136,0,34,-65
36137,36137,0,34,-363
36138,36138,0,34,-5
36139,36139,0,34,736
36140,36140,0,34,759
36141,36141,0,34,-96
36142,36142,0,34,-97
36143,36143,0,53,-310
36144,36144,0,53,684
36145,36145,0,53,-79
36146,36146,0,53,215
36147,36147,0,53,461
36148,36148,0,53,171
36149,36149,0,53,-370
36150,36150,0,53,-576
36151,36151,0,53,-354
36152,36152,0,53,173
36153,36153,0,52,-298
36154,36154,0,52,698
36155,36155,0,52,1000
36156,36156,0,52,644
36157,36157,0,52,-297
36158,36158,0,52,709
36159,36159,0,52,-347
36160,36160,0,52,430
36161,36161,0,52,719
36162,36162,0,52,-776
36163,36163,0,32,-326
36164,36164,0,32,-64
36165,36165,0,32,646
36166,36166,0,32,930
36167,36167,0,32,-128
36168,36168,0,32,418
36169,36169,0,32,-772
36170,36170,0,32,-6
36171,36171,0,32,435
36172,36172,0,32,-602
36173,36173,0,-1,-4
36174,36174,0,-1,-315
36175,36175,0,-1,-552
36176,36176,0,-1,-549
36177,36177,0,-1,-66
36178,36178,0,-1,-312
36179,36179,0,-1,-597
36180,36180,0,-1,172
36181,36181,0,-1,160
36182,36182,0,-1,645
36183,36183,0,-32,-84
36184,36184,0,-32,484
36185,36185,0,-32,-105
36186,36186,0,-32,471
36187,36187,0,-32,-102
36188,36188,0,-32,-257
36189,36189,0,-32,-50
36190,36190,0,-32,-320
36191,36191,0,-32,681
36192,36192,0,-32,969
36193,36193,0,-52,-70
36194,36194,0,-52,-781
36195,36195,0,-52,-283
36196,36196,0,-52,-813
36197,36197,0,-52,-348
36198,36198,0,-52,-107
36199,36199,0,-52,665
36200,36200,0,-52,192
36201,36201,0,-52,426
36202,36202,0,-52,-374
36203,36203,0,-51,167
36204,36204,0,-51,-547
36205,36205,0,-51,153
36206,36206,0,-51,-365
36207,36207,0,-51,130
36208,36208,0,-51,-301
36209,36209,0,-51,674
36210,36210,0,-51,187
36211,36211,0,-51,-296
36212,36212,0,-51,168
36213,36213,0,-32,-772
36214,36214,0,-32,426
36215,36215,0,-32,-331
36216,36216,0,-32,-1
36217,36217,0,-32,-606
36218,36218,0,-32,416
36219,36219,0,-32,251
36220,36220,0,-32,-331
36221,36221,0,-32,-333
36222,36222,0,-32,235
36223,36223,0,0,-36
36224,36224,0,0,-267
36225,36225,0,0,446
36226,36226,0,0,669
36227,36227,0,0,-281
36228,36228,0,0,-306
36229,36229,0,0,-594
36230,36230,0,0,-127
36231,36231,0,0,159
36232,36232,0,0,-41
36233,36233,0,31,-311
36234,36234,0,31,425
36235,36235,0,31,214
36236,36236,0,31,480
36237,36237,0,31,-323
36238,36238,0,31,-575
36239,36239,0,31,221
36240,36240,0,31,498
36241,36241,0,31,-360
36242,36242,0,31,-322
36243,36243,0,50,760
36244,36244,0,50,247
36245,36245,0,50,-43
36246,36246,0,50,-379
36247,36247,0,50,-560
36248,36248,0,50,-102
36249,36249,0,50,430
36250,36250,0,50,-779
36251,36251,0,50,205
36252,36252,0,50,687
36253,36253,0,50,691
36254,36254,0,50,-539
36255,36255,0,50,761
36256,36256,0,50,388
36257,36257,0,50,-603
36258,36258,0,50,-117
36259,36259,0,50,202
36260,36260,0,50,-616
36261,36261,0,50,-348
36262,36262,0,50,216
36263,36263,0,31,385
36264,36264,0,31,730
36265,36265,0,31,-5
36266,36266,0,31,459
36267,36267,0,31,146
36268,36268,0,31,494
36269,36269,0,31,151
36270,36270,0,31,-556
36271,36271,0,31,690
36272,36272,0,31,-590
36273,36273,0,2,726
36274,36274,0,2,-327
36275,36275,0,2,-287
36276,36276,0,2,233
36277,36277,0,2,228
36278,36278,0,2,-322
36279,36279,0,2,-640
36280,36280,0,2,227
36281,36281,0,2,424
36282,36282,0,2,499
36283,36283,0,-28,-351
36284,36284,0,-28,248
36285,36285,0,-28,216
36286,36286,0,-28,176
36287,36287,0,-28,-90
36288,36288,0,-28,-286
36289,36289,0,-28,-106
36290,36290,0,-28,757
36291,36291,0,-28,205
36292,36292,0,-28,-613
36293,36293,0,-48,-618
36294,36294,0,-48,-320
36295,36295,0,-48,732
36296,36296,0,-48,180
36297,36297,0,-48,-637
36298,36298,0,-48,-632
36299,36299,0,-48,-324
36300,36300,0,-48,407
36301,36301,0,-48,185
36302,36302,0,-48,434
36303,36303,0,-48,-1063
36304,36304,0,-48,-125
36305,36305,0,-48,-19
36306,36306,0,-48,741
36307,36307,0,-48,492
36308,36308,0,-48,-261
36309,36309,0,-48,139
36310,36310,0,-48,237
36311,36311,0,-48,-127
36312,36312,0,-48,-47
36313,36313,0,-32,-5
36314,36314,0,-32,-119
36315,36315,0,-32,677
36316,36316,0,-32,-847
36317,36317,0,-32,441
36318,36318,0,-32,160
36319,36319,0,-32,250
36320,36320,0,-32,-790
36321,36321,0,-32,997
36322,36322,0,-32,500
36323,36323,0,-3,-384
36324,36324,0,-3,189
36325,36325,0,-3,-290
36326,36326,0,-3,402
36327,36327,0,-3,482
36328,36328,0,-3,-41
36329,36329,0,-3,224
36330,36330,0,-3,-57
36331,36331,0,-3,-285
36332,36332,0,-3,243
36333,36333,0,26,750
36334,36334,0,26,689
36335,36335,0,26,246
36336,36336,0,26,447
36337,36337,0,26,391
36338,36338,0,26,-319
36339,36339,0,26,-331
36340,36340,0,26,-306
36341,36341,0,26,439
36342,36342,0,26,-780
36343,36343,0,45,-268
36344,36344,0,45,-320
36345,36345,0,45,177
36346,36346,0,45,-895
36347,36347,0,45,-58
36348,36348,0,45,164
36349,36349,0,45,-359
36350,36350,0,45,-318
36351,36351,0,45,-778
36352,36352,0,45,-274
36353,36353,0,47,-539
36354,36354,0,47,657
36355,36355,0,47,425
36356,36356,0,47,203
36357,36357,0,47,419
36358,36358,0,47,-549
36359,36359,0,47,-20
36360,36360,0,47,-13
36361,36361,0,47,412
36362,36362,0,47,-292
36363,36363,0,32,-24
36364,36364,0,32,-330
36365,36365,0,32,-606
36366,36366,0,32,-598
36367,36367,0,32,-600
36368,36368,0,32,-526
36369,36369,0,32,-87
36370,36370,0,32,168
36371,36371,0,32,1001
36372,36372,0,32,-32
36373,36373,0,4,419
36374,36374,0,4,-771
36375,36375,0,4,650
36376,36376,0,4,202
36377,36377,0,4,-275
36378,36378,0,4,-376
36379,36379,0,4,-91
36380,36380,0,4,425
36381,36381,0,4,-94
36382,36382,0,4,394
36383,36383,0,-24,-337
36384,36384,0,-24,458
36385,36385,0,-24,-292
36386,36386,0,-24,-339
36387,36387,0,-24,245
36388,36388,0,-24,-37
36389,36389,0,-24,-514
36390,36390,0,-24,248
36391,36391,0,-24,209
36392,36392,0,-24,-71
36393,36393,0,-44,739
36394,36394,0,-44,253
36395,36395,0,-44,430
36396,36396,0,-44,702
36397,36397,0,-44,-564
36398,36398,0,-44,128
36399,36399,0,-44,-54
36400,36400,0,-44,-6
36401,36401,0,-44,218
36402,36402,0,-44,-318
36403,36403,0,-46,141
36404,36404,0,-46,-775
36405,36405,0,-46,-632
36406,36406,0,-46,194
36407,36407,0,-46,-86
36408,36408,0,-46,945
36409,36409,0,-46,389
36410,36410,0,-46,-259
36411,36411,0,-46,182
36412,36412,0,-46,-24
36413,36413,0,-32,727
36414,36414,0,-32,-317
36415,36415,0,-32,432
36416,36416,0,-32,414
36417,36417,0,-32,197
36418,36418,0,-32,149
36419,36419,0,-32,176
36420,36420,0,-32,-333
36421,36421,0,-32,-277
36422,36422,0,-32,-531
36423,36423,0,-6,-90
36424,36424,0,-6,736
36425,36425,0,-6,-536
36426,36426,0,-6,-91
36427,36427,0,-6,-39
36428,36428,0,-6,223
36429,36429,0,-6,-527
36430,36430,0,-6,151
36431,36431,0,-6,193
36432,36432,0,-6,487
36433,36433,0,22,-633
36434,36434,0,22,185
36435,36435,0,22,-329
36436,36436,0,22,-877
36437,36437,0,22,-342
36438,36438,0,22,-535
36439,36439,0,22,677
36440,36440,0,22,641
36441,36441,0,22,-614
36442,36442,0,22,198
36443,36443,0,42,-99
36444,36444,0,42,-265
36445,36445,0,42,669
36446,36446,0,42,-13
36447,36447,0,42,129
36448,36448,0,42,478
36449,36449,0,42,233
36450,36450,0,42,-329
36451,36451,0,42,955
36452,36452,0,42,168
36453,36453,0,45,166
36454,36454,0,45,476
36455,36455,0,45,221
36456,36456,0,45,-108
36457,36457,0,45,203
36458,36458,0,45,198
36459,36459,0,45,146
36460,36460,0,45,410
36461,36461,0,45,712
36462,36462,0,45,509
36463,36463,0,32,-570
36464,36464,0,32,173
36465,36465,0,32,157
36466,36466,0,32,-772
36467,36467,0,32,-58
36468,36468,0,32,-109
36469,36469,0,32,646
36470,36470,0,32,695
36471,36471,0,32,-537
36472,36472,0,32,-110
36473,36473,0,6,-328
36474,36474,0,6,198
36475,36475,0,6,195
36476,36476,0,6,202
36477,36477,0,6,-858
36478,36478,0,6,-363
36479,36479,0,6,978
36480,36480,0,6,-68
36481,36481,0,6,-27
36482,36482,0,6,-64
36483,36483,0,-21,431
36484,36484,0,-21,-556
36485,36485,0,-21,469
36486,36486,0,-21,428
36487,36487,0,-21,-553
36488,36488,0,-21,-26
36489,36489,0,-21,715
36490,36490,0,-21,226
36491,36491,0,-21,131
36492,36492,0,-21,-584
36493,36493,0,-40,687
36494,36494,0,-40,-9
36495,36495,0,-40,427
36496,36496,0,-40,659
36497,36497,0,-40,-530
36498,36498,0,-40,742
36499,36499,0,-40,-306
36500,36500,0,-40,429
36501,36501,0,-40,-839
36502,36502,0,-40,392
36503,36503,0,-44,-634
36504,36504,0,-44,212
36505,36505,0,-44,-92
36506,36506,0,-44,-825
36507,36507,0,-44,165
36508,36508,0,-44,-25
36509,36509,0,-44,-783
36510,36510,0,-44,233
36511,36511,0,-44,482
36512,36512,0,-44,-783
36513,36513,0,-32,-302
36514,36514,0,-32,-597
36515,36515,0,-32,-2
36516,36516,0,-32,-307
36517,36517,0,-32,-553
36518,36518,0,-32,-801
36519,36519,0,-32,-103
36520,36520,0,-32,1155
36521,36521,0,-32,-94
36522,36522,0,-32,414
36523,36523,0,-8,-638
36524,36524,0,-8,456
36525,36525,0,-8,238
36526,36526,0,-8,-115
36527,36527,0,-8,472
36528,36528,0,-8,-637
36529,36529,0,-8,-361
36530,36530,0,-8,-620
36531,36531,0,-8,-344
36532,36532,0,-8,-274
36533,36533,0,18,-1093
36534,36534,0,18,-118
36535,36535,0,18,-109
36536,36536,0,18,-44
36537,36537,0,18,-296
36538,36538,0,18,203
36539,36539,0,18,-327
36540,36540,0,18,499
36541,36541,0,18,-297
36542,36542,0,18,476
36543,36543,0,38,-549
36544,36544,0,38,-301
36545,36545,0,38,489
36546,36546,0,38,226
36547,36547,0,38,649
36548,36548,0,38,158
36549,36549,0,38,228
36550,36550,0,38,-369
36551,36551,0,38,-518
36552,36552,0,38,215
36553,36553,0,42,743
36554,36554,0,42,-357
36555,36555,0,42,140
36556,36556,0,42,660
36557,36557,0,42,-383
36558,36558,0,42,147
36559,36559,0,42,-630
36560,36560,0,42,913
36561,36561,0,42,-520
36562,36562,0,42,-382
36563,36563,0,31,744
36564,36564,0,31,-273
36565,36565,0,31,448
36566,36566,0,31,406
36567,36567,0,31,-29
36568,36568,0,31,-601
36569,36569,0,31,-896
36570,36570,0,31,181
36571,36571,0,31,-125
36572,36572,0,31,687
36573,36573,0,9,148
36574,36574,0,9,-356
36575,36575,0,9,-9
36576,36576,0,9,955
36577,36577,0,9,403
36578,36578,0,9,431
36579,36579,0,9,716
36580,36580,0,9,-526
36581,36581,0,9,-534
36582,36582,0,9,-266
36583,36583,0,-16,-551
36584,36584,0,-16,765
36585,36585,0,-16,502
36586,36586,0,-16,-340
36587,36587,0,-16,149
36588,36588,0,-16,479
36589,36589,0,-16,-113
36590,36590,0,-16,-33
36591,36591,0,-16,-107
36592,36592,0,-16,-106
36593,36593,0,-35,429
36594,36594,0,-35,-807
36595,36595,0,-35,-383
36596,36596,0,-35,-564
36597,36597,0,-35,752
36598,36598,0,-35,-363
36599,36599,0,-35,477
36600,36600,0,-35,-29
36601,36601,0,-35,-8
36602,36602,0,-35,-289
36603,36603,0,-41,-329
36604,36604,0,-41,188
36605,36605,0,-41,-28
36606,36606,0,-41,763
36607,36607,0,-41,165
36608,36608,0,-41,-74
36609,36609,0,-41,-592
36610,36610,0,-41,401
36611,36611,0,-41,663
36612,36612,0,-41,-48
36613,36613,0,-31,-275
36614,36614,0,-31,398
36615,36615,0,-31,-63
36616,36616,0,-31,-338
36617,36617,0,-31,-373
36618,36618,0,-31,480
36619,36619,0,-31,757
36620,36620,0,-31,385
36621,36621,0,-31,132
36622,36622,0,-31,-336
36623,36623,0,-10,-80
36624,36624,0,-10,424
36625,36625,0,-10,136
36626,36626,0,-10,-281
36627,36627,0,-10,-611
36628,36628,0,-10,-30
36629,36629,0,-10,-384
36630,36630,0,-10,-568
36631,36631,0,-10,-534
36632,36632,0,-10,-67
36633,36633,0,14,-541
36634,36634,0,14,-513
36635,36635,0,14,255
36636,36636,0,14,-361
36637,36637,0,14,235
36638,36638,0,14,-352
36639,36639,0,14,-118
36640,36640,0,14,-317
36641,36641,0,14,-22
36642,36642,0,14,710
36643,36643,0,34,-279
36644,36644,0,34,464
36645,36645,0,34,-315
36646,36646,0,34,250
36647,36647,0,34,176
36648,36648,0,34,-542
36649,36649,0,34,-589
36650,36650,0,34,-22
36651,36651,0,34,-306
36652,36652,0,34,-630
36653,36653,0,40,-40
36654,36654,0,40,-296
36655,36655,0,40,-281
36656,36656,0,40,215
36657,36657,0,40,-114
36658,36658,0,40,414
36659,36659,0,40,-557
36660,36660,0,40,227
36661,36661,0,40,-812
36662,36662,0,40,-39
36663,36663,0,31,-275
36664,36664,0,31,-16
36665,36665,0,31,-289
36666,36666,0,31,-1114
36667,36667,0,31,-529
36668,36668,0,31,-352
36669,36669,0,31,-12
36670,36670,0,31,131
36671,36671,0,31,133
36672,36672,0,31,649
36673,36673,0,11,488
36674,36674,0,11,-52
36675,36675,0,11,664
36676,36676,0,11,-124
36677,36677,0,11,-848
36678,36678,0,11,220
36679,36679,0,11,-632
36680,36680,0,11,206
36681,36681,0,11,-4
36682,36682,0,11,-625
36683,36683,0,-13,-122
36684,36684,0,-13,147
36685,36685,0,-13,170
36686,36686,0,-13,674
36687,36687,0,-13,-109
36688,36688,0,-13,-17
36689,36689,0,-13,137
36690,36690,0,-13,408
36691,36691,0,-13,-97
36692,36692,0,-13,419
36693,36693,0,-32,-579
36694,36694,0,-32,-1047
36695,36695,0,-32,-41
36696,36696,0,-32,137
36697,36697,0,-32,-12
36698,36698,0,-32,-259
36699,36699,0,-32,-111
36700,36700,0,-32,221
36701,36701,0,-32,-33
36702,36702,0,-32,186
36703,36703,0,-38,-340
36704,36704,0,-38,-297
36705,36705,0,-38,-302
36706,36706,0,-38,679
36707,36707,0,-38,-553
36708,36708,0,-38,929
36709,36709,0,-38,-18
36710,36710,0,-38,-7
36711,36711,0,-38,-320
36712,36712,0,-38,158
36713,36713,0,-30,206
36714,36714,0,-30,-357
36715,36715,0,-30,644
36716,36716,0,-30,215
36717,36717,0,-30,-606
36718,36718,0,-30,228
36719,36719,0,-30,-607
36720,36720,0,-30,395
36721,36721,0,-30,-624
36722,36722,0,-30,-81
36723,36723,0,-11,158
36724,36724,0,-11,656
36725,36725,0,-11,130
36726,36726,0,-11,-284
36727,36727,0,-11,685
36728,36728,0,-11,247
36729,36729,0,-11,-307
36730,36730,0,-11,-84
36731,36731,0,-11,440
36732,36732,0,-11,-354
36733,36733,0,12,691
36734,36734,0,12,-858
36735,36735,0,12,-104
36736,36736,0,12,-376
36737,36737,0,12,-869
36738,36738,0,12,739
36739,36739,0,12,160
36740,36740,0,12,-330
36741,36741,0,12,-618
36742,36742,0,12,409
36743,36743,0,30,415
36744,36744,0,30,490
36745,36745,0,30,-360
36746,36746,0,30,-519
36747,36747,0,30,-631
36748,36748,0,30,241
36749,36749,0,30,141
36750,36750,0,30,-350
36751,36751,0,30,714
36752,36752,0,30,249
36753,36753,0,38,-304
36754,36754,0,38,667
36755,36755,0,38,-296
36756,36756,0,38,-2
36757,36757,0,38,-317
36758,36758,0,38,506
36759,36759,0,38,-838
36760,36760,0,38,206
36761,36761,0,38,674
36762,36762,0,38,151
36763,36763,0,30,166
36764,36764,0,30,210
36765,36765,0,30,226
36766,36766,0,30,148
36767,36767,0,30,439
36768,36768,0,30,-322
36769,36769,0,30,946
36770,36770,0,30,-30
36771,36771,0,30,247
36772,36772,0,30,140
36773,36773,0,12,-43
36774,36774,0,12,226
36775,36775,0,12,-536
36776,36776,0,12,911
36777,36777,0,12,164
36778,36778,0,12,-64
36779,36779,0,12,454
36780,36780,0,12,-329
36781,36781,0,12,-267
36782,36782,0,12,240
36783,36783,0,-11,-89
36784,36784,0,-11,145
36785,36785,0,-11,-337
36786,36786,0,-11,509
36787,36787,0,-11,220
36788,36788,0,-11,-588
36789,36789,0,-11,226
36790,36790,0,-11,159
36791,36791,0,-11,-21
36792,36792,0,-11,-55
36793,36793,0,-29,208
36794,36794,0,-29,-97
36795,36795,0,-29,504
36796,36796,0,-29,-328
36797,36797,0,-29,407
36798,36798,0,-29,237
36799,36799,0,-29,-307
36800,36800,0,-29,-60
36801,36801,0,-29,231
36802,36802,0,-29,-360
36803,36803,0,-36,478
36804,36804,0,-36,735
36805,36805,0,-36,397
36806,36806,0,-36,-72
36807,36807,0,-36,209
36808,36808,0,-36,150
36809,36809,0,-36,-519
36810,36810,0,-36,200
36811,36811,0,-36,-1136
36812,36812,0,-36,-301
36813,36813,0,-30,-850
36814,36814,0,-30,-105
36815,36815,0,-30,-2
36816,36816,0,-30,157
36817,36817,0,-30,739
36818,36818,0,-30,-337
36819,36819,0,-30,-537
36820,36820,0,-30,-98
36821,36821,0,-30,-349
36822,36822,0,-30,697
36823,36823,0,-13,702
36824,36824,0,-13,686
36825,36825,0,-13,-865
36826,36826,0,-13,-364
36827,36827,0,-13,-629
36828,36828,0,-13,-890
36829,36829,0,-13,-62
36830,36830,0,-13,468
36831,36831,0,-13,-523
36832,36832,0,-13,934
36833,36833,0,9,-288
36834,36834,0,9,738
36835,36835,0,9,667
36836,36836,0,9,719
36837,36837,0,9,-122
36838,36838,0,9,-81
36839,36839,0,9,-360
36840,36840,0,9,-366
36841,36841,0,9,-17
36842,36842,0,9,161
36843,36843,0,27,-76
36844,36844,0,27,-540
36845,36845,0,27,400
36846,36846,0,27,-378
36847,36847,0,27,495
36848,36848,0,27,159
36849,36849,0,27,454
36850,36850,0,27,642
36851,36851,0,27,740
36852,36852,0,27,-105
36853,36853,0,35,-125
36854,36854,0,35,496
36855,36855,0,35,-574
36856,36856,0,35,415
36857,36857,0,35,253
36858,36858,0,35,190
36859,36859,0,35,-365
36860,36860,0,35,470
36861,36861,0,35,-100
36862,36862,0,35,393
36863,36863,0,30,-67
36864,36864,0,30,161
36865,36865,0,30,231
36866,36866,0,30,-564
36867,36867,0,30,-351
36868,36868,0,30,-295
36869,36869,0,30,394
36870,36870,0,30,-266
36871,36871,0,30,219
36872,36872,0,30,130
36873,36873,0,14,666
36874,36874,0,14,-578
36875,36875,0,14,-127
36876,36876,0,14,-25
36877,36877,0,14,406
36878,36878,0,14,-31
36879,36879,0,14,-88
36880,36880,0,14,432
36881,36881,0,14,156
36882,36882,0,14,-305
36883,36883,0,-8,-310
36884,36884,0,-8,-257
36885,36885,0,-8,-379
36886,36886,0,-8,426
36887,36887,0,-8,-601
36888,36888,0,-8,-357
36889,36889,0,-8,238
36890,36890,0,-8,659
36891,36891,0,-8,198
36892,36892,0,-8,439
36893,36893,0,-26,-27
36894,36894,0,-26,-64
36895,36895,0,-26,-538
36896,36896,0,-26,222
36897,36897,0,-26,-592
36898,36898,0,-26,-816
36899,36899,0,-26,-542
36900,36900,0,-26,-46
36901,36901,0,-26,-269
36902,36902,0,-26,238
36903,36903,0,-34,445
36904,36904,0,-34,-10
36905,36905,0,-34,153
36906,36906,0,-34,131
36907,36907,0,-34,-559
36908,36908,0,-34,384
36909,36909,0,-34,466
36910,36910,0,-34,160
36911,36911,0,-34,744
36912,36912,0,-34,-583
36913,36913,0,-30,204
36914,36914,0,-30,-351
36915,36915,0,-30,-5
36916,36916,0,-30,232
36917,36917,0,-30,-299
36918,36918,0,-30,171
36919,36919,0,-30,-787
36920,36920,0,-30,-323
36921,36921,0,-30,210
36922,36922,0,-30,-1035
36923,36923,0,-14,384
36924,36924,0,-14,-630
36925,36925,0,-14,-340
36926,36926,0,-14,-773
36927,36927,0,-14,-93
36928,36928,0,-14,-97
36929,36929,0,-14,-25
36930,36930,0,-14,-603
36931,36931,0,-14,-330
36932,36932,0,-14,-635
36933,36933,0,6,-116
36934,36934,0,6,-61
36935,36935,0,6,718
36936,36936,0,6,209
36937,36937,0,6,-542
36938,36938,0,6,-315
36939,36939,0,6,173
36940,36940,0,6,646
36941,36941,0,6,153
36942,36942,0,6,-13
36943,36943,0,24,-123
36944,36944,0,24,749
36945,36945,0,24,-781
36946,36946,0,24,-32
36947,36947,0,24,-782
36948,36948,0,24,224
36949,36949,0,24,-347
36950,36950,0,24,433
36951,36951,0,24,-119
36952,36952,0,24,-378
36953,36953,0,33,-516
36954,36954,0,33,249
36955,36955,0,33,218
36956,36956,0,33,384
36957,36957,0,33,-626
36958,36958,0,33,-108
36959,36959,0,33,131
36960,36960,0,33,-609
36961,36961,0,33,-778
36962,36962,0,33,-770
36963,36963,0,29,-267
36964,36964,0,29,679
36965,36965,0,29,480
36966,36966,0,29,764
36967,36967,0,29,-620
36968,36968,0,29,-533
36969,36969,0,29,-381
36970,36970,0,29,200
36971,36971,0,29,-33
36972,36972,0,29,750
36973,36973,0,14,-44
36974,36974,0,14,474
36975,36975,0,14,-606
36976,36976,0,14,993
36977,36977,0,14,655
36978,36978,0,14,-91
36979,36979,0,14,-377
36980,36980,0,14,437
36981,36981,0,14,-274
36982,36982,0,14,134
36983,36983,0,-5,-298
36984,36984,0,-5,641
36985,36985,0,-5,511
36986,36986,0,-5,-806
36987,36987,0,-5,-47
36988,36988,0,-5,-298
36989,36989,0,-5,-274
36990,36990,0,-5,-106
36991,36991,0,-5,473
36992,36992,0,-5,655
36993,36993,0,-23,-17
36994,36994,0,-23,-529
36995,36995,0,-23,248
36996,36996,0,-23,174
36997,36997,0,-23,470
36998,36998,0,-23,-619
36999,36999,0,-23,657
37000,37000,0,-23,-317
37001,37001,0,-23,-73
37002,37002,0,-23,723
37003,37003,0,-32,481
37004,37004,0,-32,486
37005,37005,0,-32,-84
37006,37006,0,-32,699
37007,37007,0,-32,-121
37008,37008,0,-32,-586
37009,37009,0,-32,-777
37010,37010,0,-32,-278
37011,37011,0,-32,-40
37012,37012,0,-32,-520
37013,37013,0,-29,-324
37014,37014,0,-29,482
37015,37015,0,-29,-20
37016,37016,0,-29,-311
37017,37017,0,-29,-357
37018,37018,0,-29,154
37019,37019,0,-29,934
37020,37020,0,-29,-115
37021,37021,0,-29,-107
37022,37022,0,-29,-125
37023,37023,0,-15,-633
37024,37024,0,-15,190
37025,37025,0,-15,152
37026,37026,0,-15,-359
37027,37027,0,-15,-332
37028,37028,0,-15,-11
37029,37029,0,-15,193
37030,37030,0,-15,489
37031,37031,0,-15,-519
37032,37032,0,-15,228
37033,37033,0,4,438
37034,37034,0,4,-376
37035,37035,0,4,194
37036,37036,0,4,-48
37037,37037,0,4,-325
37038,37038,0,4,-10
37039,37039,0,4,442
37040,37040,0,4,439
37041,37041,0,4,-326
37042,37042,0,4,406
37043,37043,0,22,-18
37044,37044,0,22,164
37045,37045,0,22,439
37046,37046,0,22,-308
37047,37047,0,22,441
37048,37048,0,22,440
37049,37049,0,22,-88
37050,37050,0,22,-637
37051,37051,0,22,-582
37052,37052,0,22,-323
37053,37053,0,31,397
37054,37054,0,31,-55
37055,37055,0,31,-79
37056,37056,0,31,-72
37057,37057,0,31,-302
37058,37058,0,31,140
37059,37059,0,31,-338
37060,37060,0,31,-273
37061,37061,0,31,439
37062,37062,0,31,-121
37063,37063,0,29,-382
37064,37064,0,29,240
37065,37065,0,29,724
37066,37066,0,29,428
37067,37067,0,29,447
37068,37068,0,29,-347
37069,37069,0,29,647
37070,37070,0,29,-55
37071,37071,0,29,157
37072,37072,0,29,437
37073,37073,0,16,-1105
37074,37074,0,16,-340
37075,37075,0,16,-25
37076,37076,0,16,253
